age,gender,height,weight,goal_weight,goal,activity,workout_days,sleep,water,target_calories,workout_intensity
26,female,160.0,73.2,82.6,muscle gain,extremely active,5,5.1,2.7,3253,High
45,female,163.6,67.6,67.6,maintenance,sedentary,6,7.6,2.34,1404,Low
20,male,176.0,79.5,75.8,fat loss,very active,1,7.8,2.12,2252,High
59,male,185.4,58.4,56.0,fat loss,lightly active,5,6.5,2.59,1528,Moderate
48,female,163.3,56.6,56.6,endurance,sedentary,3,6.3,2.56,1521,Low
32,female,175.6,52.2,52.2,maintenance,moderately active,4,6.6,1.77,1848,High
69,male,173.6,58.9,58.9,maintenance,lightly active,2,7.2,2.92,1774,Low
51,female,161.0,61.0,61.0,recomposition,very active,3,4.2,3.31,1927,High
52,female,172.0,61.9,61.9,recomposition,lightly active,2,7.6,3.1,1697,Moderate
25,female,161.3,77.6,71.8,fat loss,sedentary,4,7.0,2.72,1414,Moderate
54,male,169.6,72.5,72.5,endurance,sedentary,6,7.3,2.19,1884,Moderate
46,female,157.2,61.6,61.6,recomposition,sedentary,1,6.9,2.59,1318,Low
69,female,156.5,59.9,66.3,muscle gain,moderately active,6,5.3,2.41,1981,High
41,male,170.6,80.1,91.9,muscle gain,lightly active,4,5.7,2.59,2669,Moderate
52,male,183.5,83.8,77.8,fat loss,sedentary,1,8.8,3.16,1723,Low
34,female,156.1,75.6,82.3,muscle gain,lightly active,4,6.2,2.42,2056,High
18,male,176.5,93.8,102.9,muscle gain,extremely active,1,8.0,1.21,4035,High
22,male,180.3,83.8,87.1,muscle gain,extremely active,5,5.7,3.06,4071,High
62,male,173.0,91.9,91.9,recomposition,lightly active,2,7.0,2.78,2136,Moderate
55,female,159.8,40.0,41.7,muscle gain,moderately active,1,6.5,2.6,1578,Low
35,female,162.7,69.1,69.1,maintenance,sedentary,6,6.7,1.68,1675,Low
53,male,181.3,77.0,77.0,maintenance,moderately active,4,6.6,1.92,2347,Moderate
16,female,155.6,73.1,67.9,fat loss,very active,4,8.7,2.0,1993,High
18,male,185.4,81.6,75.2,fat loss,sedentary,5,9.3,2.09,1911,Moderate
43,female,170.5,67.2,60.7,fat loss,extremely active,4,7.3,2.16,2088,High
49,female,163.9,70.3,70.3,recomposition,extremely active,5,6.5,1.67,2235,High
66,female,158.7,78.0,78.0,recomposition,extremely active,4,5.4,4.01,2378,High
57,male,175.2,83.3,78.2,fat loss,lightly active,1,5.3,3.55,1747,Low
29,female,148.6,60.1,60.1,recomposition,extremely active,6,8.7,2.69,2321,High
60,male,174.8,70.4,70.4,endurance,sedentary,6,5.2,2.48,1950,Moderate
42,female,160.2,68.4,66.2,fat loss,extremely active,2,6.5,3.78,1956,High
60,male,170.4,82.6,77.6,fat loss,sedentary,4,7.2,3.64,1463,Low
25,male,174.1,85.0,85.0,recomposition,lightly active,1,3.9,1.98,2254,Low
17,male,175.1,56.1,58.9,muscle gain,extremely active,2,5.5,2.67,3873,High
19,female,169.9,52.4,54.8,muscle gain,moderately active,4,5.4,2.37,1991,High
69,male,174.3,60.9,60.9,maintenance,lightly active,3,6.2,2.31,1670,Low
20,female,156.5,82.3,73.0,fat loss,lightly active,6,7.3,2.38,1806,High
66,male,173.9,67.4,67.4,maintenance,lightly active,1,8.2,2.44,2079,Low
55,male,173.3,73.1,76.4,muscle gain,extremely active,5,6.2,2.65,3357,High
23,female,168.7,67.5,67.5,endurance,moderately active,4,6.4,2.65,2083,High
62,male,165.8,74.4,74.4,recomposition,sedentary,6,6.9,3.51,1736,Moderate
23,female,163.6,58.7,62.3,muscle gain,sedentary,5,6.0,1.94,1687,Moderate
23,female,166.8,40.0,40.0,recomposition,moderately active,6,7.5,3.18,1707,High
47,male,183.0,86.7,86.7,maintenance,sedentary,5,7.5,1.75,2189,Low
31,male,174.8,82.1,82.1,maintenance,lightly active,2,3.7,2.67,2499,Moderate
31,male,171.6,75.8,75.8,recomposition,very active,3,7.8,3.23,2646,High
26,female,157.0,43.5,46.3,muscle gain,extremely active,5,7.2,2.9,2579,High
48,female,161.4,58.4,58.4,maintenance,sedentary,6,7.3,2.28,1500,Moderate
17,male,183.8,69.3,69.3,maintenance,lightly active,6,8.4,2.7,2283,Moderate
29,male,169.0,83.5,83.5,recomposition,lightly active,4,4.9,3.66,2222,Moderate
45,male,171.5,88.7,98.7,muscle gain,extremely active,1,5.5,2.09,3532,High
42,male,187.7,84.5,84.5,endurance,very active,3,6.9,2.9,3272,High
53,female,157.6,88.4,96.2,muscle gain,extremely active,4,4.2,3.18,3187,High
27,female,167.6,59.1,53.8,fat loss,very active,5,6.7,2.23,1647,High
50,male,180.0,71.5,71.5,maintenance,sedentary,2,8.0,3.71,1686,Low
57,female,168.8,90.9,103.7,muscle gain,extremely active,3,7.5,3.95,3069,High
36,male,171.0,82.3,82.3,maintenance,very active,5,7.1,3.27,3202,High
29,male,176.5,76.5,76.5,endurance,very active,6,6.7,3.27,3175,High
45,female,162.5,67.3,62.1,fat loss,lightly active,2,6.5,1.29,1568,Moderate
47,female,159.2,59.6,51.3,fat loss,very active,2,6.4,1.58,1634,High
21,female,165.4,60.9,65.2,muscle gain,moderately active,3,7.3,2.44,2269,High
46,male,167.2,70.4,70.4,maintenance,lightly active,4,5.1,2.04,1885,Low
24,male,168.1,98.6,89.6,fat loss,lightly active,5,8.8,2.94,2009,High
46,male,171.1,82.9,82.9,recomposition,very active,5,6.1,0.51,2640,High
66,male,178.3,80.3,80.3,recomposition,very active,4,7.7,2.93,2230,High
45,female,163.2,58.1,58.1,recomposition,lightly active,6,7.1,2.38,1507,High
57,female,161.8,65.9,65.9,maintenance,lightly active,1,5.6,2.12,1598,Low
32,male,175.4,87.7,87.7,endurance,lightly active,4,8.6,3.83,2629,High
65,female,165.3,56.8,56.8,recomposition,very active,2,8.3,2.28,1823,Moderate
59,male,178.0,86.3,86.3,endurance,lightly active,4,5.1,1.37,2480,Moderate
65,female,156.7,70.6,60.8,fat loss,very active,6,6.9,2.82,1494,High
56,male,174.4,69.8,69.8,recomposition,lightly active,6,7.2,2.77,1842,Moderate
51,male,173.6,105.3,109.3,muscle gain,lightly active,6,4.5,2.38,3069,Moderate
44,female,161.4,79.0,72.0,fat loss,sedentary,3,4.5,4.15,1340,Low
66,male,160.8,84.3,72.6,fat loss,sedentary,5,6.0,2.65,1536,Low
61,male,178.8,61.3,54.8,fat loss,sedentary,3,5.4,3.21,1362,Low
38,male,196.7,78.6,75.8,fat loss,sedentary,1,5.7,2.73,1777,Low
20,male,174.1,72.0,72.0,maintenance,extremely active,2,5.4,3.39,3358,High
16,male,174.2,81.9,81.9,recomposition,lightly active,5,6.9,2.27,2314,Moderate
28,male,180.2,84.8,84.8,maintenance,moderately active,1,5.9,1.76,2737,Moderate
19,female,156.5,90.1,76.7,fat loss,extremely active,4,8.3,3.04,2366,High
27,female,172.2,58.8,58.8,recomposition,moderately active,3,7.2,2.71,2005,High
21,male,159.9,99.5,87.9,fat loss,lightly active,3,8.0,3.06,2156,Moderate
68,male,178.9,61.6,61.6,endurance,very active,5,5.0,2.07,2472,High
21,female,165.3,57.4,64.9,muscle gain,very active,2,6.2,2.84,2771,High
49,female,163.4,83.1,74.3,fat loss,sedentary,2,7.2,1.38,1534,Low
34,female,175.1,40.0,45.2,muscle gain,extremely active,1,7.5,2.16,2345,High
25,female,148.2,61.5,61.5,endurance,sedentary,1,6.2,2.01,1694,Low
53,female,165.6,82.9,82.9,endurance,lightly active,1,6.4,2.85,2074,Low
68,male,183.6,68.9,68.9,maintenance,extremely active,1,6.5,2.16,2918,High
58,male,168.3,72.7,72.7,endurance,moderately active,4,6.6,1.54,2412,High
68,female,160.5,96.6,103.7,muscle gain,moderately active,2,9.6,2.1,2735,Low
47,female,175.9,69.0,69.0,maintenance,extremely active,3,7.4,2.92,2703,High
52,male,171.2,98.8,98.8,maintenance,moderately active,5,7.0,2.59,2736,Moderate
23,female,168.5,99.4,103.3,muscle gain,very active,4,5.5,1.98,3336,High
62,male,175.7,63.3,71.9,muscle gain,moderately active,1,5.5,3.09,2297,Low
56,female,162.9,67.4,67.4,maintenance,sedentary,4,6.7,3.6,1450,Low
29,female,163.8,79.7,79.7,recomposition,lightly active,4,8.4,3.14,2124,Moderate
35,male,161.9,71.4,71.4,maintenance,very active,4,6.8,0.88,2858,High
48,male,166.2,75.4,69.5,fat loss,lightly active,6,6.8,2.67,1648,High
16,male,175.8,57.4,57.4,maintenance,extremely active,4,6.1,2.4,2836,High
60,female,163.4,90.3,90.3,endurance,extremely active,5,4.9,1.07,3086,High
31,female,165.6,64.5,62.3,fat loss,very active,4,7.5,1.6,1931,High
20,male,186.0,83.5,83.5,endurance,sedentary,4,6.7,3.06,2113,Low
33,male,170.0,78.5,72.7,fat loss,very active,1,7.5,2.63,2731,High
61,female,160.0,91.8,87.8,fat loss,extremely active,6,7.2,2.56,2209,High
30,male,167.4,75.4,65.6,fat loss,very active,1,5.8,2.04,2517,High
45,male,181.9,82.1,93.7,muscle gain,very active,6,7.3,3.26,3393,High
59,male,189.7,66.1,76.0,muscle gain,very active,4,5.5,1.64,2820,High
17,female,154.4,53.3,53.3,endurance,moderately active,3,7.3,1.88,2061,High
57,female,164.3,69.5,69.5,maintenance,lightly active,3,6.9,2.28,1600,Low
31,male,183.9,72.6,72.6,recomposition,moderately active,1,8.8,1.43,2521,Moderate
53,female,164.0,44.8,44.8,endurance,extremely active,3,6.0,1.88,1952,High
26,female,171.6,73.2,64.8,fat loss,sedentary,1,5.4,3.24,1435,Low
23,male,183.6,96.1,103.4,muscle gain,sedentary,3,6.5,1.91,2726,Low
58,female,171.5,67.7,67.7,endurance,extremely active,1,7.7,3.05,2635,High
59,female,158.3,55.9,55.9,recomposition,extremely active,1,3.6,2.94,1799,High
68,male,187.3,90.8,86.8,fat loss,moderately active,5,8.1,2.38,2078,Moderate
52,male,188.6,98.3,102.7,muscle gain,lightly active,2,6.7,1.51,2588,Low
41,female,162.7,68.9,74.1,muscle gain,sedentary,3,5.6,2.54,1868,Moderate
26,female,161.7,64.4,54.8,fat loss,very active,4,6.6,1.02,1905,High
31,male,168.6,71.8,71.8,maintenance,moderately active,4,6.1,2.13,2337,Moderate
50,female,171.4,74.1,74.1,recomposition,extremely active,4,5.5,2.67,2743,High
34,female,160.5,88.5,97.4,muscle gain,lightly active,3,4.7,3.11,2465,Moderate
42,male,173.2,77.2,79.9,muscle gain,very active,4,7.9,2.39,3167,High
25,female,163.1,85.5,85.5,maintenance,extremely active,4,6.3,2.07,2932,High
39,male,171.5,53.5,53.5,endurance,sedentary,1,6.5,2.02,1717,Moderate
28,female,166.9,60.4,60.4,recomposition,very active,6,8.0,2.17,2102,High
22,male,193.0,89.4,89.4,endurance,very active,5,7.1,2.94,3868,High
23,male,174.1,87.7,87.7,maintenance,moderately active,3,5.1,2.75,2923,Moderate
43,female,176.5,48.7,44.1,fat loss,lightly active,3,7.8,2.48,1251,Low
35,male,182.1,87.8,79.4,fat loss,sedentary,5,8.8,2.94,1910,Moderate
21,female,169.3,54.3,52.3,fat loss,sedentary,4,7.6,2.5,1275,Moderate
43,male,185.1,79.3,79.3,maintenance,lightly active,5,6.0,1.57,2260,Low
24,female,165.1,47.8,50.8,muscle gain,moderately active,3,5.2,1.72,2386,High
16,female,164.3,70.2,80.3,muscle gain,moderately active,3,5.9,2.92,2413,High
23,female,166.8,47.6,47.6,endurance,extremely active,3,7.1,1.54,2356,High
40,male,163.7,67.6,61.1,fat loss,very active,2,8.7,2.23,2076,High
67,male,162.2,80.5,77.2,fat loss,extremely active,5,6.1,2.42,2307,High
29,female,164.7,61.6,63.8,muscle gain,very active,5,6.2,1.78,2471,High
31,female,161.7,82.6,82.6,recomposition,moderately active,1,8.2,1.33,1942,Moderate
29,female,160.3,63.8,63.8,endurance,extremely active,1,6.5,1.68,2666,High
35,male,175.2,86.2,90.4,muscle gain,very active,1,9.1,1.23,3236,High
54,female,157.9,65.4,71.9,muscle gain,extremely active,2,6.8,2.93,2519,High
33,male,169.1,62.2,62.2,maintenance,lightly active,1,8.4,2.78,1987,Low
51,male,179.4,55.8,55.8,endurance,very active,4,7.5,1.97,2420,High
64,female,153.1,78.9,72.6,fat loss,lightly active,6,7.8,1.54,1369,Moderate
67,male,168.1,68.3,68.3,endurance,lightly active,5,6.8,3.32,1950,Moderate
46,female,169.4,83.7,83.7,endurance,very active,6,6.9,2.81,2588,High
54,male,177.5,88.1,100.9,muscle gain,moderately active,1,7.5,2.07,3169,Moderate
65,male,173.4,82.3,82.3,recomposition,very active,5,8.0,3.33,2445,High
58,male,179.5,84.2,84.2,recomposition,very active,5,7.6,2.6,2710,High
32,female,153.3,81.6,72.3,fat loss,very active,3,4.9,2.72,2001,High
23,female,154.7,52.8,52.8,maintenance,sedentary,5,7.3,1.77,1314,Low
22,female,161.1,79.6,91.0,muscle gain,sedentary,1,6.2,1.44,1921,Low
63,female,154.1,67.3,58.4,fat loss,lightly active,4,6.3,1.4,1273,Moderate
46,female,165.1,62.4,62.4,maintenance,lightly active,5,7.5,3.96,1731,Moderate
32,female,159.8,82.3,82.3,recomposition,extremely active,3,9.0,1.92,2581,High
34,female,164.3,57.6,57.6,maintenance,sedentary,2,6.7,2.55,1524,Low
31,male,180.6,95.4,86.7,fat loss,moderately active,1,9.4,2.82,2435,Moderate
59,male,180.1,84.8,84.8,endurance,very active,2,5.7,2.49,3157,High
49,male,183.0,68.6,58.5,fat loss,lightly active,5,8.5,2.39,1819,Moderate
63,male,169.1,49.5,52.5,muscle gain,lightly active,6,7.5,2.38,2051,High
32,female,164.3,70.3,70.3,maintenance,lightly active,4,7.3,2.84,1950,Low
41,male,187.9,61.2,61.2,endurance,moderately active,2,8.7,1.77,2367,High
22,male,173.2,69.8,69.8,recomposition,very active,2,6.2,2.19,2697,High
68,female,167.5,62.2,55.4,fat loss,moderately active,6,8.5,0.89,1338,High
43,female,164.0,73.2,73.2,maintenance,extremely active,4,6.8,1.2,2757,High
45,female,166.9,82.1,82.1,endurance,sedentary,5,6.2,1.59,2016,Moderate
38,male,187.0,86.8,95.8,muscle gain,lightly active,3,5.4,3.1,2851,Moderate
30,male,168.0,106.7,106.7,endurance,lightly active,6,8.9,2.31,3046,High
67,female,155.4,81.8,81.8,maintenance,lightly active,3,8.4,2.99,1895,Low
42,male,186.3,95.2,95.2,recomposition,very active,5,6.4,2.77,3189,High
52,male,179.4,75.0,75.0,recomposition,sedentary,6,7.7,2.68,1901,Low
18,male,189.8,65.0,65.0,endurance,lightly active,3,7.2,1.84,2672,High
30,female,166.7,57.1,57.1,recomposition,sedentary,5,6.6,2.55,1360,Moderate
59,female,158.6,72.1,72.1,maintenance,moderately active,4,8.2,2.68,1976,Moderate
20,female,156.5,70.4,70.4,maintenance,extremely active,3,6.2,4.04,2790,High
21,female,169.3,68.6,68.6,recomposition,extremely active,5,4.4,2.26,2438,High
59,female,169.6,53.6,53.6,maintenance,sedentary,3,7.3,3.01,1525,Low
32,male,179.8,65.9,60.2,fat loss,sedentary,5,7.1,2.41,1665,Moderate
30,female,168.9,55.0,55.0,endurance,moderately active,1,6.3,2.01,2246,High
46,male,174.6,64.3,73.7,muscle gain,lightly active,6,5.9,3.11,2381,High
26,male,172.3,76.7,76.7,recomposition,lightly active,6,5.1,3.82,2117,Moderate
18,female,158.5,56.6,56.6,maintenance,very active,6,6.6,2.68,2081,High
16,male,180.1,76.8,70.4,fat loss,lightly active,6,5.9,2.02,1989,High
20,male,166.8,88.4,88.4,endurance,moderately active,5,8.2,2.83,3105,High
24,male,178.6,88.0,79.5,fat loss,sedentary,5,7.6,2.7,1865,Moderate
53,female,167.2,69.1,69.1,endurance,extremely active,6,6.4,4.05,2882,High
32,male,185.4,61.7,61.7,endurance,sedentary,5,7.6,3.02,2004,Moderate
19,male,164.5,71.9,71.9,maintenance,sedentary,2,6.9,1.85,1946,Low
16,female,175.6,69.8,69.8,endurance,moderately active,1,6.7,3.39,2531,Moderate
41,male,178.0,92.4,92.4,endurance,extremely active,6,6.9,3.04,3410,High
61,female,150.1,51.4,51.4,endurance,very active,1,9.1,3.15,1947,High
34,female,168.0,70.8,70.8,recomposition,moderately active,6,7.8,2.81,2070,High
19,female,157.6,58.7,58.7,endurance,lightly active,6,6.6,3.21,1929,High
28,male,174.9,73.2,73.2,recomposition,lightly active,1,8.1,2.81,2316,Low
42,male,188.4,100.8,100.8,endurance,very active,5,8.0,2.32,3425,High
26,male,173.2,76.4,73.7,fat loss,moderately active,4,7.3,2.59,2170,High
68,female,152.5,79.9,79.9,maintenance,very active,3,6.6,2.42,2157,Moderate
57,male,166.1,89.9,89.9,maintenance,moderately active,4,6.5,2.74,2719,Moderate
34,male,167.8,52.3,52.3,endurance,lightly active,3,5.7,2.56,2032,High
67,male,180.1,66.5,66.5,maintenance,sedentary,5,7.2,2.28,1452,Low
33,female,171.7,82.3,82.3,maintenance,lightly active,3,6.3,2.37,2038,Low
23,male,168.3,55.1,55.1,recomposition,lightly active,1,6.5,2.5,1775,Low
66,female,151.6,46.3,46.3,recomposition,moderately active,3,7.7,1.25,1511,Moderate
67,male,165.3,109.0,109.0,maintenance,lightly active,4,9.0,3.22,2675,Low
32,male,173.7,76.4,76.4,endurance,very active,3,7.4,2.74,2673,High
48,male,180.9,92.0,92.0,endurance,moderately active,4,6.9,2.07,2776,High
25,female,162.8,72.7,72.7,recomposition,lightly active,6,7.0,2.91,1747,Moderate
50,male,173.3,82.9,82.9,endurance,sedentary,3,8.4,2.14,2128,Low
53,male,167.1,79.6,69.1,fat loss,sedentary,5,7.5,2.14,1430,Low
54,female,161.7,66.7,66.7,maintenance,sedentary,6,7.2,2.76,1472,Low
46,female,171.3,67.9,65.8,fat loss,lightly active,5,7.3,3.5,1371,High
54,female,158.1,59.3,59.3,recomposition,lightly active,4,5.3,2.7,1541,Low
45,female,155.8,55.0,51.3,fat loss,sedentary,6,7.5,1.96,982,Moderate
60,male,172.8,86.0,86.0,maintenance,very active,3,5.9,2.25,3264,High
25,female,155.1,68.4,68.4,recomposition,moderately active,2,7.5,3.09,2195,Moderate
42,male,167.9,57.7,57.7,recomposition,extremely active,6,6.1,2.78,2948,High
38,female,160.6,89.5,85.0,fat loss,extremely active,6,7.7,3.17,2438,High
44,female,173.1,66.4,66.4,maintenance,sedentary,1,6.8,2.78,1791,Low
23,female,162.7,66.9,66.9,recomposition,very active,2,5.6,3.04,2434,High
33,female,164.3,78.6,78.6,endurance,extremely active,2,6.7,3.91,2788,High
67,female,148.1,65.8,65.8,endurance,extremely active,5,9.6,1.55,2121,High
21,female,166.1,75.0,75.0,endurance,very active,2,4.3,4.19,2827,High
50,female,163.7,51.4,56.8,muscle gain,sedentary,4,7.2,3.16,1618,Moderate
51,male,176.4,78.9,78.9,recomposition,extremely active,6,5.8,4.34,2962,High
41,male,174.7,62.9,58.3,fat loss,extremely active,6,8.7,1.81,2389,High
17,male,185.4,91.2,96.4,muscle gain,moderately active,6,8.0,2.77,3387,High
17,female,155.6,57.5,64.0,muscle gain,extremely active,4,7.2,2.61,2701,High
30,male,167.1,53.1,53.1,maintenance,moderately active,4,8.1,3.12,2021,High
21,male,183.7,87.3,87.3,endurance,moderately active,5,7.3,2.83,3210,High
21,male,173.2,67.2,67.2,endurance,very active,2,7.0,2.75,2908,High
24,female,156.9,61.3,61.3,endurance,very active,4,6.3,3.05,2194,High
26,female,161.8,70.8,70.8,endurance,moderately active,3,6.6,2.43,2242,High
61,female,169.0,54.7,47.9,fat loss,very active,5,6.4,2.14,1596,High
50,male,185.8,82.6,82.6,endurance,extremely active,4,7.0,2.82,3615,High
17,male,177.4,43.8,43.8,endurance,very active,3,4.7,2.14,2627,High
49,male,176.4,85.3,85.3,recomposition,extremely active,4,8.2,2.41,3295,High
23,male,181.3,75.9,71.4,fat loss,moderately active,2,9.3,1.49,2407,Moderate
38,male,182.7,99.8,99.8,recomposition,moderately active,2,6.5,2.54,2829,Moderate
18,female,159.0,54.8,54.8,recomposition,very active,5,8.4,1.85,2239,High
20,female,173.7,66.3,63.1,fat loss,moderately active,1,6.8,2.48,1771,Moderate
23,female,153.1,94.3,103.0,muscle gain,sedentary,5,6.3,1.74,2012,Moderate
39,male,176.2,68.9,68.9,recomposition,moderately active,6,6.5,2.49,2223,High
41,male,183.7,79.6,74.9,fat loss,sedentary,5,7.1,3.13,1588,Moderate
35,female,167.8,77.2,84.1,muscle gain,very active,4,6.1,2.08,2793,High
49,male,175.2,98.7,98.7,recomposition,very active,5,7.7,1.85,3378,High
54,male,187.1,77.9,77.9,endurance,very active,1,6.4,3.05,2953,High
55,male,186.4,62.9,68.4,muscle gain,extremely active,1,5.7,3.14,3170,High
47,female,164.1,94.3,90.0,fat loss,very active,6,7.0,2.8,2190,High
45,female,164.6,53.3,53.3,endurance,lightly active,3,6.2,2.17,1563,Moderate
42,male,185.2,77.7,77.7,endurance,sedentary,3,6.6,2.06,2198,Moderate
28,female,156.9,59.1,59.1,endurance,sedentary,1,6.9,2.27,1664,Low
42,female,157.3,77.6,77.6,maintenance,extremely active,5,5.4,2.46,2872,High
16,female,161.7,71.8,71.8,recomposition,very active,1,8.8,1.29,2630,High
68,female,176.9,84.3,72.3,fat loss,lightly active,2,8.0,1.81,1627,Low
35,male,174.8,68.1,68.1,recomposition,extremely active,2,6.2,3.38,2856,High
56,female,156.2,59.0,59.0,recomposition,lightly active,6,7.0,2.65,1455,Moderate
67,male,175.9,76.5,76.5,recomposition,very active,6,7.8,3.36,2576,High
42,female,167.4,75.2,75.2,recomposition,lightly active,1,7.3,3.21,1859,Low
62,female,162.7,60.8,60.8,endurance,very active,1,9.3,2.28,2079,Moderate
41,female,156.7,70.7,70.7,recomposition,sedentary,6,6.7,2.29,1421,Low
23,female,160.5,76.2,73.6,fat loss,very active,4,8.4,3.18,2138,High
17,female,157.5,75.7,75.7,recomposition,moderately active,5,5.4,3.03,2241,High
23,female,165.1,74.4,74.4,recomposition,moderately active,4,5.6,3.19,2108,Moderate
66,female,181.8,80.6,80.6,maintenance,sedentary,2,9.0,2.49,1897,Low
41,female,166.9,79.3,79.3,recomposition,lightly active,5,6.5,2.6,1944,Moderate
33,male,166.3,96.0,92.4,fat loss,sedentary,2,5.6,2.32,1615,Low
40,female,158.3,95.4,99.6,muscle gain,very active,1,6.9,2.46,3230,High
29,female,153.6,93.6,93.6,endurance,sedentary,6,8.5,2.02,1923,High
63,male,193.2,55.7,53.3,fat loss,extremely active,3,6.1,2.45,2156,High
69,female,167.8,68.5,68.5,endurance,sedentary,1,6.9,2.39,1530,Low
20,female,159.7,68.7,77.3,muscle gain,moderately active,3,4.8,2.18,2600,High
54,female,171.5,63.8,63.8,recomposition,extremely active,1,6.4,3.05,2300,High
34,female,163.1,65.5,70.2,muscle gain,moderately active,3,8.2,1.51,2419,High
18,male,168.0,66.7,61.8,fat loss,moderately active,5,6.1,2.74,1833,High
65,female,165.1,87.9,87.9,recomposition,extremely active,3,5.5,1.85,2402,High
19,male,168.9,83.5,83.5,recomposition,sedentary,1,6.1,1.91,2057,Low
27,female,156.3,46.2,44.0,fat loss,moderately active,6,6.3,1.97,1356,High
17,female,162.0,79.6,83.7,muscle gain,moderately active,4,7.9,2.83,2679,High
41,male,171.2,49.1,53.1,muscle gain,very active,1,7.5,0.92,2747,Moderate
48,male,173.3,80.5,80.5,endurance,very active,4,7.7,2.62,2850,High
33,male,173.5,44.6,49.3,muscle gain,moderately active,6,7.0,2.53,2274,High
19,male,170.4,82.2,75.9,fat loss,moderately active,1,6.3,1.82,2243,Moderate
